Graph.Name,avg_invasion_time_beta0.2_gamma0.04,avg_prop_infected_beta0.2_gamma0.04,avg_invasion_time_beta0.1_gamma0.04,avg_prop_infected_beta0.1_gamma0.04,avg_invasion_time_beta0.05_gamma0.04,avg_prop_infected_beta0.05_gamma0.04,avg_invasion_time_beta0.025_gamma0.04,avg_prop_infected_beta0.025_gamma0.04,avg_invasion_time_beta0.01_gamma0.04,avg_prop_infected_beta0.01_gamma0.04,avg_invasion_time_beta0.2_gamma0.4,avg_prop_infected_beta0.2_gamma0.4,avg_invasion_time_beta0.1_gamma0.4,avg_prop_infected_beta0.1_gamma0.4,avg_invasion_time_beta0.05_gamma0.4,avg_prop_infected_beta0.05_gamma0.4,avg_invasion_time_beta0.025_gamma0.4,avg_prop_infected_beta0.025_gamma0.4,avg_invasion_time_beta0.01_gamma0.4,avg_prop_infected_beta0.01_gamma0.4,Fiedler,Spectral_radius,Network_size,Highest_degree,highest_degree_scaled,Modularity,central,Qrel,Mean_degree,Transitivity,Diameter,Mean_pathLength
insecta_ant_colony3_day30,2,0.96173913,2,0.942819499,2,0.923043478,2.08,0.886086957,2.373737374,0.777162934,2,0.773652174,2,0.755652174,2.01,0.627043478,2.21,0.467565217,4.105263158,0.188558352,0.990596651,79.90711655,115,75,0.652173913,0.121835494,0.263157895,0.492814434,0.659191457,0.765382198,3,1.350724638
insecta_ant_colony3_day31,2,0.968782609,2,0.948347826,2,0.927913043,2.06,0.880434783,2.47,0.78573913,2,0.764347826,2,0.755391304,2,0.615478261,2.08,0.464086957,3.698924731,0.200748013,1.984707591,76.60500212,115,27,0.234782609,0.142356749,0.280701754,0.497800152,0.634782609,0.736575797,3,1.369641495
insecta_ant_colony3_day32,2,0.964105263,2.01,0.945052632,2,0.922663802,2.04040404,0.874215843,2.479591837,0.761654135,2,0.778841042,2,0.723684211,2.01,0.607052632,2.161616162,0.419245082,4.296703297,0.162984384,1.971035218,66.40715245,95,9,0.094736842,0.118369985,0.31215971,0.499975336,0.669652856,0.75969016,3,1.334154535
insecta_ant_colony3_day33,2,0.962943072,2,0.948947368,2,0.92,2.16,0.868736842,2.474747475,0.763849016,2.01010101,0.781392876,2,0.731263158,2,0.600956938,2.181818182,0.425837321,4.02247191,0.16499113,6.915484055,66.10182032,95,32,0.336842105,0.128338311,0.292800968,0.499853259,0.666741321,0.76182218,3,1.333482643
insecta_ant_colony3_day34,2,0.961368421,2,0.946305157,2.01010101,0.930037214,2.04040404,0.880701754,2.49,0.778526316,2,0.751578947,2.02020202,0.750451887,2,0.625886144,2.13,0.450947368,3.522222222,0.194035088,0.9977401,73.59887356,95,91,0.957894737,0.093207628,0.230490018,0.499420293,0.749832027,0.826574669,3,1.2537514
insecta_ant_colony3_day35,2,0.964912281,2.010309278,0.946066196,2.01,0.917894737,2.091836735,0.869387755,2.585858586,0.756299841,2,0.764631579,2,0.724,2.020408163,0.595059076,2.14,0.420736842,3.773809524,0.150877193,4.955730011,65.68248817,95,39,0.410526316,0.134608593,0.332123412,0.499960222,0.652855543,0.771909701,3,1.349608063
insecta_ant_colony3_day36,2,0.968192564,2.01010101,0.950999355,2.02020202,0.925961745,2.072916667,0.882424645,2.464646465,0.765635074,2,0.773694391,2,0.74,2.051020408,0.611267911,2.06,0.428297872,3.602409639,0.16252243,17.87267312,67.63154143,94,40,0.425531915,0.115331924,0.009160305,0.513284368,0.692747655,0.779245695,2,1.307252345
insecta_ant_colony3_day37,2,0.962978723,2.02,0.941914894,2.01010101,0.918654631,2.1,0.869148936,2.43,0.760425532,2,0.768562744,2.02020202,0.718568665,2.010204082,0.590425532,2.181818182,0.411025145,3.607142857,0.159701114,0.995431651,67.66196068,94,79,0.840425532,0.113285073,0.124292453,0.494895043,0.6792496,0.798006288,3,1.327842599
insecta_ant_colony3_day38,2,0.963698179,2,0.942446809,2.020408163,0.91391663,2.02,0.865744681,2.434343434,0.764238126,2,0.766817107,2,0.733829787,2.020408163,0.606057317,2.183673469,0.421189752,3.435294118,0.170463079,2.986162799,67.139771,94,66,0.70212766,0.125375285,0.18836478,0.499914649,0.682910089,0.782947463,3,1.319377717
insecta_ant_colony3_day39,2,0.971652004,2,0.955483871,2.02,0.932043011,2.051020408,0.890498135,2.412371134,0.778960204,2,0.787770175,2,0.74899533,2.01,0.611290323,2.11,0.440967742,3.978021978,0.16613494,15.90450804,68.30410726,93,82,0.88172043,0.112233143,0.227122642,0.498307023,0.715053763,0.784112907,2,1.284946237
insecta_ant_colony3_day40,2,0.96827957,2,0.950967742,2.020408163,0.925060347,2.090909091,0.8672749,2.628865979,0.764881942,2.02020202,0.786792658,2.01010101,0.724340176,2.02020202,0.598674921,2.27,0.405591398,3.702380952,0.156810036,16.78163802,64.86279126,93,4,0.043010753,0.125952426,0.216037736,0.499944715,0.666900421,0.765373528,3,1.333333333
insecta_ant_colony3_day41,2,0.964468085,2,0.945638298,2.02020202,0.918547174,2.151515152,0.872877713,2.575757576,0.774124221,2,0.769181173,2,0.735638298,2.02020202,0.58875994,2.132653061,0.425749023,3.586206897,0.165932991,2.988052115,67.4508432,94,20,0.212765957,0.117283288,0.259198113,0.499970454,0.684511553,0.785531418,3,1.318233814
insecta_ant_colony3,2,0.9678125,2,0.9729375,2,0.9590625,2,0.941,2.06,0.8824375,2,0.8249375,2,0.768375,2,0.7871875,2.01,0.6415625,2.11,0.4259375,139.8717474,158.2285596,160,44,0.275,0,0.262342767,NA,0.994968553,0.995267087,2,1.005031447
insecta_ant_colony4_day01,2,0.974313725,2,0.96245098,2,0.94254902,2.080808081,0.909487027,2.53,0.824019608,2,0.768431373,2,0.77926322,2,0.662156863,2.15,0.512352941,3.177083333,0.220077614,39.64755913,84.97833112,102,13,0.12745098,0.058019565,0.266509434,0.495827014,0.828771112,0.855857237,2,1.171228888
insecta_ant_colony4_day02,2,0.97254902,2,0.961568627,2,0.94254902,2.111111111,0.905228758,2.36,0.810784314,2,0.764509804,2.01,0.778039216,2,0.655162065,2.134020619,0.502021427,3.451612903,0.205249842,15.91421202,83.08309921,102,45,0.441176471,0.063023053,0.255115039,0.499995817,0.805474665,0.843469381,2,1.194525335
insecta_ant_colony4_day03,2,0.969787915,2,0.959901961,2,0.93727491,2.04,0.891764706,2.484848485,0.798177857,2,0.770647653,2,0.771439889,2,0.651960784,2.206185567,0.484030726,3.71875,0.202103758,9.900103801,81.55192451,102,94,0.921568627,0.074686106,0.219889937,0.499100409,0.787225781,0.832678178,3,1.212968356
insecta_ant_colony4_day04,2,0.966666667,2,0.948079232,2.020618557,0.923893269,2.07,0.880588235,2.62,0.789215686,2,0.769705882,2,0.754509804,2.010204082,0.629951981,2.17,0.459215686,3.548387097,0.186485347,8.738529265,76.87896892,102,93,0.911764706,0.092408907,0.248188838,0.477065274,0.728790526,0.805249163,3,1.271597748
insecta_ant_colony4_day05,2,0.968112498,2,0.955832838,2.01,0.934019608,2.050505051,0.886017033,2.58,0.804901961,2,0.75872549,2,0.76104179,2.01,0.635980392,2.111111111,0.481679541,3.955555556,0.194553377,9.424452889,79.9485605,102,1,0.009803922,0.075302871,0.241273585,0.492966398,0.762764512,0.826994835,3,1.238012036
insecta_ant_colony4_day06,2,0.967745098,2,0.950294118,2.01010101,0.928896811,2.03030303,0.887700535,2.6,0.793431373,2,0.762032086,2,0.767156863,2,0.635196078,2.18,0.469117647,3.604395604,0.206851972,9.916311764,79.8125796,102,87,0.852941176,0.084324133,0.251165147,0.492215498,0.757716948,0.832736008,3,1.2430596
insecta_ant_colony4_day07,2,0.963285314,2,0.947745098,2.010204082,0.928571429,2.101010101,0.883640325,2.414141414,0.789067142,2,0.760744702,2,0.750588235,2.03,0.630588235,2.111111111,0.464448406,3.64516129,0.202508961,9.164085907,77.93094206,102,82,0.803921569,0.081511581,0.279483283,0.499999861,0.73713842,0.814899248,3,1.263443991
insecta_ant_colony4_day08,2,0.970392157,2,0.953060012,2,0.935294118,2.121212121,0.891364627,2.62,0.799411765,2,0.768333333,2,0.76754902,2.07,0.63627451,2.242424242,0.47157853,4.031578947,0.202992776,10.80711926,78.39279866,102,45,0.441176471,0.084057661,0.266312057,0.498628571,0.748786643,0.811173207,3,1.251601631
insecta_ant_colony4_day09,2,0.971974648,2,0.957120222,2,0.934739552,2.04,0.898627451,2.459183673,0.806222489,2,0.767478709,2,0.758703481,2.06,0.640392157,2.21,0.490980392,3.774193548,0.201560194,12.71695761,81.28201366,102,6,0.058823529,0.073665706,0.244123607,0.499944543,0.774218598,0.843116235,3,1.226169676
insecta_ant_colony4_day10,2,0.973137255,2,0.958110517,2.01,0.938137255,2.05,0.897647059,2.4375,0.806985294,2.01010101,0.77926322,2,0.773039216,2.01010101,0.649435532,2.183673469,0.480392157,3.744680851,0.212035878,12.82150503,81.72564524,102,100,0.980392157,0.067110574,0.216818642,0.499717115,0.783537177,0.83935033,2,1.216462823
insecta_ant_colony4_day11,2,0.975588235,2,0.956823133,2.01010101,0.928995841,2.1,0.889019608,2.66,0.79245098,2,0.767676768,2.01010101,0.759952466,2.02020202,0.62150921,2.24,0.455,4.173913043,0.183823529,24.75789404,73.32215944,102,45,0.441176471,0.097116179,0.239463019,0.495779876,0.697340322,0.763098195,2,1.302659678
insecta_ant_colony4_day12,2,0.96305521,2,0.94380766,2.041666667,0.920376712,2.221052632,0.873251622,2.875,0.751569635,2,0.774520548,2.04,0.715342466,2.040816327,0.580514398,2.298969072,0.383985313,4.078947368,0.146359048,1.967704116,58.4502651,73,63,0.863013699,0.058272707,0.244680851,0.618021135,0.78652968,0.838696641,3,1.222222222
insecta_ant_colony4_day13,2,0.965969719,2,0.945485043,2.030927835,0.92303347,2.191919192,0.875466999,2.836734694,0.770617836,2,0.782940263,2,0.728004519,2.020618557,0.592854117,2.309278351,0.395706821,4.272727273,0.144458281,2.949055845,59.76220877,73,23,0.315068493,0.047894496,0.256990881,0.488668446,0.806316591,0.853298534,3,1.199010654
insecta_ant_colony4_day14,2,0.96347032,2,0.94206621,2.030927835,0.917949442,2.161616162,0.874913519,2.653061224,0.765026559,2,0.782940263,2.010204082,0.728683254,2.082474227,0.585369298,2.419354839,0.408454853,4.740740741,0.153390834,2.966195496,59.29656767,73,32,0.438356164,0.051251743,0.269098278,0.473178653,0.801750381,0.845656102,3,1.202054795
insecta_ant_colony4_day15,2,0.962739726,2,0.943287671,2.051020408,0.923259715,2.144329897,0.864284706,2.75257732,0.759356023,2,0.781520828,2,0.71246999,2.082474227,0.58875865,2.308510638,0.414019236,3.6,0.161643836,1.971486996,60.30232074,73,15,0.205479452,0.047960879,0.247687564,0.487792969,0.815829528,0.8590537,3,1.192922374
insecta_ant_colony4_day16,2,0.963936259,2,0.948171162,2.04040404,0.919745399,2.26,0.870684932,2.95959596,0.756053688,2,0.772402968,2,0.728379687,2.075268817,0.590955958,2.391752577,0.39895495,4.569620253,0.134732096,2.971750311,59.08607588,73,55,0.753424658,0.062985629,0.23279939,0.497830498,0.79718417,0.846319316,3,1.2043379
insecta_ant_colony4_day17,2,0.965681327,2,0.948767123,2.052631579,0.922278298,2.153061224,0.872518871,2.659793814,0.76910041,2,0.785764722,2.010416667,0.725599315,2.063157895,0.589906273,2.273684211,0.398125451,3.975903614,0.162898168,6.935498316,58.72747449,73,11,0.150684932,0.056760766,0.255987796,0.483280632,0.794901065,0.837175171,2,1.205098935
insecta_ant_colony4_day18,2.010204082,0.959183673,2,0.939670679,2.06185567,0.913430306,2.252525253,0.865227619,2.802083333,0.74543379,2.010309278,0.761333145,2.010309278,0.706397401,2.12244898,0.57058988,2.346938776,0.382443388,3.958333333,0.153729072,7.119259883,57.91728824,73,9,0.123287671,0.06955133,0.246834477,0.480530559,0.769406393,0.845676649,3,1.231354642
insecta_ant_colony4_day19,2,0.965325342,2,0.947861336,2.040816327,0.917808219,2.18556701,0.866120604,3.010526316,0.756020187,2,0.775649986,2,0.722214377,2.141414141,0.579631936,2.378947368,0.392069214,4.090909091,0.152108166,8.783634119,57.99212822,73,37,0.506849315,0.052182824,0.252479024,0.66511766,0.776636225,0.83626093,2,1.223363775
insecta_ant_colony4_day20,2,0.970605023,2,0.952893486,2.040816327,0.928012301,2.09375,0.884275114,2.86,0.768767123,2,0.786047168,2.01,0.736164384,2.080808081,0.603708316,2.32,0.415068493,3.8,0.168949772,9.938900023,61.02567351,73,65,0.890410959,0.047758989,0.23798627,0.496934813,0.831050228,0.864056565,2,1.168949772
insecta_ant_colony4_day21,2,0.968507273,2.010309278,0.951136845,2.04,0.922876712,2.12371134,0.877418444,2.898989899,0.775425488,2,0.787602048,2,0.724489796,2.030612245,0.594073246,2.333333333,0.412813927,4.918918919,0.15568308,10.91531831,59.60342665,73,54,0.739726027,0.054805536,0.236460717,0.49631497,0.806697108,0.848954143,2,1.193302892
insecta_ant_colony4_day22,2,0.963056093,2.010752688,0.940957967,2.09375,0.908901515,2.557894737,0.854545455,3.35483871,0.727859238,2,0.777462121,2.041666667,0.684280303,2.268817204,0.529032258,2.91011236,0.33421859,3.651162791,0.128541226,4.98384707,46.13032503,55,37,0.672727273,0.034980982,0.240427155,0.652485034,0.830976431,0.876226699,2,1.169023569
insecta_ant_colony4_day23,2,0.962658847,2.043010753,0.942913001,2.117021277,0.906576402,2.443298969,0.853795689,3.696629213,0.71052094,2,0.77888563,2.032608696,0.679249012,2.247311828,0.530987292,2.726190476,0.325324675,5,0.134659091,3.985206072,46.03589373,55,25,0.454545455,0.039570712,0.231121281,0.492339441,0.826936027,0.876888054,2,1.173063973
insecta_ant_colony4_day24,2.011111111,0.948282828,2.030927835,0.930834114,2.21978022,0.892107892,2.510869565,0.838142292,3.701030928,0.709278351,2.021276596,0.764796905,2.032258065,0.660606061,2.247311828,0.508504399,2.922222222,0.326666667,4.857142857,0.134545455,2.985218935,44.38244914,55,3,0.054545455,0.059598102,0.253089245,0.489760913,0.785858586,0.859986178,2,1.214141414
insecta_ant_colony4_day25,2,0.962658847,2.021052632,0.941052632,2.138297872,0.904448743,2.382978723,0.847388781,3.456521739,0.713438735,2,0.769292929,2.032608696,0.67312253,2.144329897,0.527272727,2.643678161,0.324137931,4.804878049,0.137472284,4.964581659,45.23754216,55,24,0.436363636,0.045136436,0.295041953,0.537661353,0.810774411,0.863100039,2,1.189225589
insecta_ant_colony4_day26,2,0.966373412,2,0.952952202,2.120879121,0.918681319,2.308510638,0.859767892,3.864583333,0.724621212,2,0.7756917,2.021505376,0.679960899,2.154639175,0.537207123,2.977272727,0.34338843,4.72,0.133454545,23.99086123,45.89491911,55,22,0.4,0.048184183,0.245240761,0.488506764,0.835016835,0.862757767,2,1.164983165
insecta_ant_colony4_day27,2,0.971368861,2.011235955,0.947088866,2.107526882,0.920821114,2.252631579,0.859330144,3.274725275,0.749050949,2,0.788636364,2,0.68972332,2.11827957,0.538611926,2.741176471,0.352299465,5.104166667,0.135984848,23.7382195,46.67963361,55,16,0.290909091,0.046277475,0.248152296,0.494144773,0.852525253,0.875581214,2,1.147474747
insecta_ant_colony4_day28,2,0.968471954,2.021052632,0.950047847,2.053763441,0.916324536,2.364583333,0.865340909,3.685393258,0.740143003,2,0.782608696,2,0.679569892,2.150537634,0.544477028,2.744444444,0.338383838,4.577777778,0.142626263,25.59469531,47.0266014,55,48,0.872727273,0.047736547,0.196976484,0.498363506,0.859259259,0.881527232,2,1.140740741
insecta_ant_colony4_day29,2,0.967517875,2,0.948162476,2.108695652,0.917588933,2.361702128,0.857446809,3.191489362,0.725531915,2,0.774320525,2,0.684715285,2.108695652,0.531818182,2.558139535,0.352854123,4.730769231,0.146503497,23.52257478,46.954138,55,50,0.909090909,0.047473584,0.262038074,0.483794339,0.856565657,0.881704252,2,1.143434343
insecta_ant_colony4_day30,2,0.965217391,2.010416667,0.949431818,2.086021505,0.914956012,2.617021277,0.859767892,3.554347826,0.735375494,2,0.78083004,2.010989011,0.693106893,2.15625,0.546590909,2.76744186,0.342917548,4.74,0.144727273,18.76974691,46.44214585,55,3,0.054545455,0.048219016,0.231983528,0.493107195,0.843097643,0.876953091,2,1.156902357
insecta_ant_colony4_day31,2,0.96708134,2,0.940957967,2.096774194,0.916324536,2.358695652,0.856916996,3.892473118,0.721603128,2.010869565,0.761857708,2.032258065,0.68113392,2.085106383,0.536170213,2.917647059,0.335614973,4,0.138735178,11.93394583,45.76394034,55,54,0.981818182,0.048559169,0.245481583,0.485905606,0.822222222,0.872045193,2,1.177777778
insecta_ant_colony4_day32,2,0.958441558,2,0.937662338,2.204819277,0.888123924,2.470588235,0.817478992,4.25,0.64962406,2,0.730564784,2.081081081,0.608108108,2.2375,0.430357143,3.535211268,0.220523139,2.806451613,0.129032258,17.56854699,28.92979315,35,26,0.742857143,0.039545118,0.241821094,0.498297633,0.835294118,0.860348051,2,1.164705882
insecta_ant_colony4_day33,2,0.9575,2.048780488,0.93902439,2.1,0.888928571,2.365853659,0.795121951,4.352941176,0.660504202,2,0.733445378,2,0.599663866,2.329411765,0.454453782,3.047619048,0.232199546,2.774193548,0.115207373,16.5793853,28.46495446,35,15,0.428571429,0.054269055,0.252337541,0.499167014,0.823529412,0.846262341,2,1.176470588
insecta_ant_colony4_day34,2.011363636,0.949675325,2.072289157,0.921858864,2.177777778,0.883492063,2.592592593,0.803174603,3.929577465,0.651911469,2.011627907,0.721594684,2.026315789,0.612030075,2.164556962,0.428933092,2.686567164,0.247761194,3.129032258,0.103225806,2.975692343,29.9079263,35,3,0.085714286,0.019090285,0.235273492,0.597308107,0.848739496,0.907597536,3,1.152941176
insecta_ant_colony4_day35,2,0.956122449,2.023809524,0.929251701,2.166666667,0.88877551,2.273972603,0.822700587,4.337349398,0.640275387,2.0125,0.731071429,2.035714286,0.601020408,2.294117647,0.435630252,3.245901639,0.215456674,3.441176471,0.100840336,8.850389646,29.6233859,35,25,0.714285714,0.031342505,0.250972318,0.632140908,0.842016807,0.898933575,2,1.157983193
insecta_ant_colony4_day36,2,0.949915966,2.038461538,0.928205128,2.105882353,0.889411765,2.53164557,0.794936709,3.662921348,0.646227929,2,0.726631393,2.034883721,0.600664452,2.259259259,0.403880071,3.183333333,0.226666667,2.862068966,0.132019704,15.08625085,28.5978481,35,26,0.742857143,0.063287339,0.005031447,0.483369306,0.820168067,0.863568884,2,1.179831933
insecta_ant_colony4_day37,2.023529412,0.946890756,2.04494382,0.918459069,2.243902439,0.867595819,2.761904762,0.794557823,4.453488372,0.632225914,2,0.712761905,2,0.590958409,2.265060241,0.407228916,2.818181818,0.207792208,2.783783784,0.103474903,2.970987981,28.76741532,35,21,0.6,0.040090755,0.171228888,0.492570094,0.813445378,0.877183853,3,1.188235294
insecta_ant_colony4_day38,2,0.955630252,2.041666667,0.928571429,2.216216216,0.886486486,2.434210526,0.807894737,3.818181818,0.643042672,2,0.72543554,2.057471264,0.607224959,2.373333333,0.421714286,3.014492754,0.205383023,3.741935484,0.123502304,14.47971886,28.12919535,35,15,0.428571429,0.053539497,0.174723355,0.45562283,0.806722689,0.843484256,2,1.193277311
insecta_ant_colony4_day39,2,0.958503401,2.012345679,0.934038801,2.126582278,0.893670886,2.647727273,0.815909091,4.923076923,0.647252747,2,0.732436975,2.113924051,0.600361664,2.226666667,0.414857143,2.931034483,0.222167488,3.526315789,0.105263158,14.60669846,28.79160931,35,19,0.542857143,0.043990432,0.192972238,0.641551408,0.826890756,0.861681151,2,1.173109244
insecta_ant_colony4_day40,2.011904762,0.947278912,2.048780488,0.918466899,2.2125,0.8825,2.653846154,0.811721612,3.923076923,0.641758242,2.05,0.7225,2.048192771,0.587951807,2.294871795,0.406227106,2.852941176,0.228991597,3,0.106938776,3.965662348,28.69427164,35,23,0.657142857,0.048453608,0.231605513,0.5,0.81512605,0.871493415,2,1.18487395
insecta_ant_colony4_day41,2,0.946341463,2.011904762,0.927210884,2.111111111,0.886067019,2.4,0.8025,4.130952381,0.638435374,2,0.732857143,2.037037037,0.60670194,2.28,0.443047619,2.918918919,0.205019305,4.054054054,0.121235521,3.971953464,29.62389388,35,10,0.285714286,0.0342,0.197631528,0.4982,0.840336134,0.901340595,3,1.161344538
insecta_ant_colony4,2,0.96969697,2,0.970192117,2,0.952960982,2.051546392,0.924600768,2.42,0.846862745,2,0.77127451,2,0.790392157,2,0.693800753,2.1,0.550392157,2.855670103,0.282191227,83.84548525,99.89084938,102,26,0.254901961,0.000883913,0.192778101,0.5,0.988351776,0.98953254,2,1.011648224
insecta_ant_colony5_day01,2,0.969210526,2,0.974539474,2,0.951052632,2,0.923026316,2.13,0.859671053,2,0.778421053,2,0.784078947,2,0.723355263,2.01,0.605526316,2.484848485,0.330940989,46.67076964,121.2577248,152,150,0.986842105,0.074915697,0.22325762,0.499636784,0.788863716,0.823528223,2,1.211136284
insecta_ant_colony5_day02,2,0.968684211,2,0.973289474,2.01,0.949276316,2.04040404,0.922979798,2.12,0.8575,2,0.766447368,2,0.773458267,2,0.724276316,2,0.59,2.44,0.32125,26.81409462,122.733176,152,145,0.953947368,0.071169008,0.211609396,0.499677924,0.796531893,0.834365294,2,1.203468107
insecta_ant_colony5_day03,2,0.969539474,2,0.970394737,2,0.946315789,2,0.918092105,2.13,0.846513158,2,0.766578947,2,0.793355263,2.01,0.720263158,2,0.577631579,2.35,0.318157895,25.4509301,116.7923255,152,100,0.657894737,0.084648609,0.196078431,0.499635869,0.752352736,0.804062794,2,1.247647264
insecta_ant_colony5_day04,2,0.971710526,2,0.971447368,2,0.950723684,2.02,0.923223684,2.14,0.848618421,2,0.762434211,2,0.792894737,2,0.718947368,2.02,0.581907895,2.48,0.309934211,61.54363239,115.2808179,152,104,0.684210526,0.09042269,0.196660843,0.499131539,0.746427327,0.791369353,2,1.253572673
insecta_ant_colony5_day05,2,0.970263158,2,0.969473684,2,0.953355263,2.01,0.918881579,2.18,0.850131579,2,0.758684211,2,0.781973684,2,0.7075,2,0.574802632,2.54,0.296118421,28.77546704,113.7646161,152,63,0.414473684,0.090725744,0.272956707,0.498930263,0.73283374,0.784603468,2,1.26716626
insecta_ant_colony5_day06,2,0.969539474,2,0.968157895,2,0.944510898,2.03,0.912631579,2.15,0.847763158,2,0.760065789,2,0.792828947,2,0.708355263,2.03,0.565197368,2.545454545,0.300571505,28.7002408,114.1930587,152,47,0.309210526,0.091573102,0.185692542,0.496036642,0.73013245,0.794008107,2,1.26986755
insecta_ant_colony5_day07,2,0.97,2,0.969342105,2,0.95,2,0.917631579,2.13,0.840921053,2,0.762565789,2,0.796315789,2,0.699013158,2.03,0.566447368,2.747474747,0.293128655,31.43073284,110.2244072,152,86,0.565789474,0.100665181,0.165905632,0.49656287,0.705210875,0.770070601,2,1.294789125
insecta_ant_colony5_day08,2,0.971973684,2,0.972105263,2,0.950065789,2.02,0.917105263,2.21,0.836710526,2,0.761710526,2,0.785723684,2,0.69471026,2.04,0.561513158,2.44,0.298355263,43.32256886,109.3957422,152,151,0.993421053,0.109314539,0.184360731,0.499628284,0.699895434,0.767809226,2,1.300104566
insecta_ant_colony5_day09,2,0.970826688,2,0.967039474,2,0.946776316,2,0.91625,2.25,0.835986842,2,0.764473684,2,0.792960526,2,0.685855263,2.02,0.548421053,2.704081633,0.279001074,35.09798909,107.2627905,152,59,0.388157895,0.116202606,0.156392694,0.499482759,0.682729174,0.758641376,2,1.317270826
insecta_ant_colony5_day10,2,0.970657895,2,0.965197368,2,0.945921053,2,0.910065789,2.2,0.834144737,2,0.756447368,2,0.790789474,2,0.688552632,2.01,0.55375,2.606060606,0.278774588,30.86107435,106.9329327,152,50,0.328947368,0.116839994,0.175038052,0.492209579,0.677849425,0.761338471,2,1.322150575
insecta_ant_colony5_day11,2,0.971776316,2,0.959210526,2.01,0.942236842,2.02,0.903947368,2.39,0.806578947,2,0.760921053,2,0.779736842,2,0.657368421,2.05,0.515328947,2.94,0.229407895,28.98161189,93.21877174,152,49,0.322368421,0.14659378,0.163432268,0.614133982,0.585221331,0.685521121,3,1.415475776
insecta_ant_colony5_day12,2,0.968571429,2,0.954736842,2,0.932631579,2.01,0.892932331,2.19,0.810225564,2,0.760537708,2.01,0.775338346,2,0.654962406,2.03,0.514135338,2.686868687,0.241360978,4.984369018,96.44831681,133,40,0.30075188,0.094605608,0.175038052,0.492657449,0.690020506,0.786360248,3,1.310093415
insecta_ant_colony5_day13,2,0.97112782,2,0.955714286,2,0.939548872,2.02,0.903007519,2.19,0.811203008,2,0.768571429,2,0.784511278,2,0.657894737,2.02,0.516616541,2.845360825,0.248430354,23.4529404,95.2673474,133,133,1,0.108154711,0.167808219,0.643767721,0.682957393,0.780425963,2,1.317042607
insecta_ant_colony5_day14,2,0.974887218,2,0.961654135,2,0.943308271,2,0.908345865,2.222222222,0.823422192,2,0.761503759,2,0.789549632,2,0.671804511,2.03,0.533533835,2.918367347,0.251496087,28.22019182,97.53831604,133,68,0.511278195,0.105743941,0.141171994,0.496602,0.710298473,0.78412213,2,1.289701527
insecta_ant_colony5_day15,2,0.971954887,2,0.965714286,2.01,0.947894737,2,0.912481203,2.19,0.822481203,2,0.759473684,2,0.790451128,2,0.666015038,2.04,0.518796992,2.808080808,0.244550771,37.09125801,93.47196761,133,131,0.984962406,0.121340924,0.151636225,0.638703195,0.682387788,0.755639973,2,1.317612212
insecta_ant_colony5_day16,2,0.971278195,2,0.957669173,2,0.939699248,2,0.898120301,2.26,0.812556391,2,0.763727501,2,0.780451128,2,0.663834586,2.04,0.505112782,2.808080808,0.243107769,9.971024766,93.72434724,133,34,0.255639098,0.120254556,0.169023569,0.641179295,0.675096833,0.768062587,3,1.325017088
insecta_ant_colony5_day17,2,0.974586466,2,0.963308271,2,0.942631579,2.02,0.910300752,2.22,0.827669173,2,0.757819549,2,0.791729323,2,0.675338346,2.01,0.525413534,3.237113402,0.249670568,36.17803406,95.51448912,133,105,0.789473684,0.123365834,0.136026936,0.495776225,0.692868535,0.776552888,2,1.307131465
insecta_ant_colony5_day18,2,0.971353383,2,0.963609023,2.01,0.943233083,2.03,0.911954887,2.24,0.824511278,2,0.769323308,2,0.785488722,2,0.672556391,2.06,0.52962406,2.704081633,0.258017493,30.56277977,96.5050671,133,56,0.421052632,0.122400006,0.158585859,0.49942266,0.704032809,0.779145377,3,1.296081112
insecta_ant_colony5_day19,2,0.973984962,2,0.963834586,2,0.940150376,2.02,0.903609023,2.18,0.812255639,2,0.763834586,2,0.785714286,2.01,0.66406015,2.05,0.509849624,2.808080808,0.22913344,23.83941556,91.06486685,133,111,0.834586466,0.139938241,0.152188552,0.49800554,0.66017316,0.750146802,2,1.33982684
insecta_ant_colony5_day20,2,0.970902256,2,0.96075188,2.01,0.942857143,2.01010101,0.904230273,2.14,0.822330827,2,0.761578947,2,0.786766917,2,0.667744361,2.03,0.523157895,2.878787879,0.230880231,19.91590189,92.81823969,133,48,0.360902256,0.132632048,0.146464646,0.596996362,0.672932331,0.761081958,3,1.32718159
insecta_ant_colony5_day21,2,0.9725,2,0.963409091,2,0.937878788,2.01,0.90780303,2.15,0.816590909,2,0.764545455,2,0.792121212,2,0.66780303,2.02,0.518939394,2.65,0.238863636,26.80527645,93.73412191,132,103,0.78030303,0.125870031,0.147474747,0.497809927,0.685056674,0.770616767,2,1.314943326
insecta_ant_colony5_day22,2,0.970604926,2,0.953370787,2.01,0.928651685,2.111111111,0.882192714,2.44,0.779101124,2,0.771235955,2,0.750492297,2.01,0.61,2.183673469,0.432928227,3.779069767,0.157303371,14.68063658,68.27611473,89,74,0.831460674,0.075122459,0.140740741,0.479616841,0.75,0.808588292,2,1.25
