Graph.Name,avg_invasion_time_beta0.2_gamma0.04,avg_prop_infected_beta0.2_gamma0.04,avg_invasion_time_beta0.1_gamma0.04,avg_prop_infected_beta0.1_gamma0.04,avg_invasion_time_beta0.05_gamma0.04,avg_prop_infected_beta0.05_gamma0.04,avg_invasion_time_beta0.025_gamma0.04,avg_prop_infected_beta0.025_gamma0.04,avg_invasion_time_beta0.01_gamma0.04,avg_prop_infected_beta0.01_gamma0.04,avg_invasion_time_beta0.2_gamma0.4,avg_prop_infected_beta0.2_gamma0.4,avg_invasion_time_beta0.1_gamma0.4,avg_prop_infected_beta0.1_gamma0.4,avg_invasion_time_beta0.05_gamma0.4,avg_prop_infected_beta0.05_gamma0.4,avg_invasion_time_beta0.025_gamma0.4,avg_prop_infected_beta0.025_gamma0.4,avg_invasion_time_beta0.01_gamma0.4,avg_prop_infected_beta0.01_gamma0.4,Fiedler,Spectral_radius,Network_size,Highest_degree,highest_degree_scaled,Modularity,central,Qrel,Mean_degree,Transitivity,Diameter,Mean_pathLength
aves_barn_swallow_contact_network,2.366666667,0.865686275,3.573770492,0.776277724,4.62962963,0.653594771,8.75862069,0.507099391,13.28205128,0.306184012,2.395833333,0.424019608,3.580645161,0.269449715,3.058823529,0.193771626,3.75,0.161764706,3.2,0.141176471,0.735768791,7.407419963,17,3,0.176470588,0.175685297,0.297794118,0.68511926,0.389705882,0.47277937,4,1.727941176
aves_weaver_social_04,2.921052632,0.771052632,3.054054054,0.645945946,7.317073171,0.475609756,7.25,0.465,17.72222222,0.305555556,2.333333333,0.340740741,2.714285714,0.257142857,3.125,0.2625,3.857142857,0.214285714,6,0.25,0.295986931,4.26465208,10,8,0.8,0.397506925,0.133333333,0.450138504,0.422222222,0.775862069,4,2
aves_weaver_social_05,3.525,0.717307692,4.264705882,0.588235294,8.702702703,0.401247401,8.744680851,0.29787234,18.09090909,0.20979021,2.62962963,0.267806268,3.263157895,0.214574899,3.916666667,0.179487179,4,0.153846154,5,0.153846154,0.171206681,4.115556628,13,1,0.076923077,0.425207756,0.173076923,0.477839335,0.243589744,0.634615385,6,2.628205128
aves_weaver_social_06,2.220588235,0.843653251,2.701492537,0.730557738,4.13559322,0.592328278,6,0.403225806,10.19444444,0.298245614,2.34,0.352631579,2.6,0.255263158,2.653846154,0.168016194,2.769230769,0.145748988,4.75,0.118421053,0.37356353,7.770648666,19,3,0.157894737,0.389282227,0.236842105,0.654907227,0.374269006,0.753731343,4,2.128654971
aves_weaver_social_07,3.2,0.904,4.307692308,0.861538462,6.772727273,0.736363636,9.214285714,0.628571429,14.66666667,0.5,2.909090909,0.6,3.764705882,0.470588235,3.875,0.475,3.5,0.5,100,0,2,3.323404276,5,2,0.4,0,0.2,NA,0.8,0.789473684,2,1.2
aves_weaver_social_08,2.148648649,0.866312741,2.365079365,0.799886621,3.648648649,0.678088803,4.9375,0.515066964,10.93939394,0.273809524,2.134328358,0.442963753,2.983050847,0.258474576,3.475,0.158928571,3.333333333,0.152380952,3.090909091,0.097402597,1.629160029,9.91958892,28,23,0.821428571,0.297958412,0.399470899,0.697958412,0.304232804,0.560856865,3,1.82010582
aves_weaver_social_09,2.522727273,0.84280303,2.829268293,0.825203252,4.347826087,0.670289855,6.703703704,0.478395062,9.84,0.336666667,2.25,0.440104167,2.714285714,0.31547619,2.909090909,0.231060606,3.25,0.197916667,2.666666667,0.222222222,0.926274144,6.759785131,12,8,0.666666667,0.152777778,0.272727273,0.486111111,0.545454545,0.695652174,3,1.515151515
aves_weaver_social_10,3.612244898,0.623906706,5.609756098,0.545296167,8.261904762,0.389455782,11.75,0.308673469,15.77777778,0.218253968,2.972972973,0.27027027,2.68,0.2,3.875,0.169642857,5,0.142857143,4,0.142857143,0.182175588,4.259083762,14,2,0.142857143,0.38875,0.318681319,0.53875,0.21978022,0.55,6,2.615384615
aves_weaver_social_11,2.421686747,0.724194074,2.901098901,0.622512623,4.069444444,0.492867868,7.666666667,0.303303303,12.73333333,0.161261261,2.457142857,0.28957529,2.872340426,0.167912593,3.3125,0.117398649,2.923076923,0.095634096,100,0,0.114868924,8.155153974,37,29,0.783783784,0.477249063,0.380630631,0.732351104,0.147147147,0.503816794,7,2.867867868
aves_weaver_social_12,2.369863014,0.786566505,2.918918919,0.681778553,5,0.550509338,6.102941176,0.375711575,11.11320755,0.208155813,2.563636364,0.324340176,3.040816327,0.202106649,2.818181818,0.127565982,3.5,0.120967742,2,0.096774194,0.332273562,8.713098945,31,24,0.774193548,0.395725154,0.337634409,0.736384495,0.195698925,0.557926829,6,2.447311828
aves_weaver_social_13,2.194444444,0.79218107,2.807692308,0.722697056,3.285714286,0.634439634,5.734375,0.491319444,8.87755102,0.300075586,2.276923077,0.422792023,3.290909091,0.287542088,2.897435897,0.165242165,3.217391304,0.136876006,2.5,0.074074074,0.369790128,11.93399053,27,14,0.518518519,0.227073381,0.293447293,0.527958337,0.321937322,0.726739313,6,2.131054131
aves_weaver_social_14,2.404761905,0.91991342,2.857142857,0.863636364,4.395348837,0.739957717,6.1,0.584090909,9.636363636,0.41322314,2.317073171,0.498891353,2.526315789,0.421052632,3.363636364,0.280991736,3.571428571,0.272727273,2.142857143,0.25974026,2.941186416,7.456624992,11,1,0.090909091,0.049515235,0.309090909,0.496883657,0.690909091,0.764940239,2,1.309090909
aves_weaver_social_15,2.95,0.8875,2.733333333,0.816666667,5.178571429,0.653571429,9.870967742,0.516129032,16.04166667,0.416666667,2.393939394,0.493939394,2.869565217,0.317391304,3.545454545,0.281818182,3,0.25,5,0.3,0.969890492,6.09209043,10,8,0.8,0.036242604,0.311111111,0.651627219,0.577777778,0.717391304,3,1.444444444
aves_weaver_social_16,2.382978723,0.748005319,3.659574468,0.637300532,4.629213483,0.481214888,10.27906977,0.303960756,18.77586207,0.165948276,2.659340659,0.256524725,4.105263158,0.155701754,3.4,0.110416667,3.25,0.076171875,2.5,0.09375,0.272386333,9.289051207,64,24,0.375,0.549267452,0.245535714,0.78090587,0.087797619,0.477532369,6,3.043650794
aves_weaver_social_17,2.962962963,0.845679012,4.368421053,0.701754386,8.111111111,0.62962963,10.25,0.513888889,16,0.388888889,2.875,0.427083333,3.636363636,0.409090909,3,0.351851852,3.5,0.5,100,0,1,3.261802245,6,1,0.166666667,0.166666667,0.4,0.5,0.6,0.714285714,2,1.4
aves_weaver_social_18,2.666666667,0.849206349,6.692307692,0.826923077,6.304347826,0.717391304,9.823529412,0.607843137,11.86666667,0.488888889,2.75,0.479166667,3.388888889,0.444444444,4,0.416666667,3.25,0.375,100,0,1,4.051374242,6,3,0.5,0.033057851,0.266666667,0.396694215,0.733333333,0.882352941,2,1.266666667
aves_weaver_social_19,2.310344828,0.904665314,2.602941176,0.83650519,3.884615385,0.686651584,5.694915254,0.586241276,11,0.374434389,2.278688525,0.486017358,2.528301887,0.341842397,3.096774194,0.182163188,2.791666667,0.196078431,2.6,0.152941176,2.645817297,9.429561197,17,10,0.588235294,0.161674271,0.415441176,0.626463003,0.522058824,0.679802956,2,1.477941176
aves_weaver_social_20,2.152542373,0.916464891,2.254901961,0.87535014,3.156862745,0.736694678,4.456521739,0.636645963,7.58974359,0.380952381,2.444444444,0.543650794,2.512195122,0.369337979,2.88,0.274285714,2.615384615,0.164835165,3,0.178571429,3.6126504,9.533422492,14,9,0.642857143,0.132023933,0.318681319,0.470733611,0.681318681,0.797752809,2,1.318681319
aves_weaver_social_21,2.274509804,0.915966387,2.711538462,0.854395604,3.697674419,0.802325581,6.574468085,0.638297872,8.085714286,0.379591837,2.32,0.507142857,2.694444444,0.361111111,2.642857143,0.257653061,3.125,0.209821429,4,0.178571429,3.475528595,9.034895489,14,10,0.714285714,0.091409037,0.362637363,0.487960761,0.637362637,0.728033473,2,1.362637363
aves_weaver_social_22,2.421875,0.796223958,3.635135135,0.683558559,5.828125,0.501302083,7.278688525,0.365437158,10.52380952,0.228174603,2.672727273,0.318939394,2.803921569,0.202614379,3.76,0.138333333,3.090909091,0.136363636,2.8,0.116666667,0.517467052,7.210095518,24,23,0.958333333,0.355228928,0.471014493,0.693938606,0.224637681,0.544080605,4,2.112318841
aves_wildbird_network_1,2.01,0.860610687,2.02,0.801221374,2.19,0.731908397,2.8,0.60870229,5.05,0.416259542,2,0.555343511,2.1,0.394656489,2.72,0.25648855,4.340909091,0.130117974,5,0.061068702,0.044331295,33.22709409,131,113,0.86259542,0.551513906,0.26887845,0.700405873,0.169583089,0.685667793,6,2.733294187
aves_wildbird_network_2,2.020408163,0.901070184,2.050505051,0.838876571,2.134020619,0.79368871,2.52,0.708292683,3.979381443,0.55494091,2.030612245,0.657043305,2.12,0.534878049,2.357894737,0.377920411,3.235955056,0.208961359,4.558823529,0.088235294,0.944366693,37.73192358,82,7,0.085365854,0.202335817,0.413128576,0.52541274,0.352303523,0.639815007,3,1.776272207
aves_wildbird_network_3,2.02,0.866984127,2.06,0.808253968,2.27,0.712380952,2.47,0.599047619,4.080808081,0.449575116,2,0.548333333,2.12,0.431269841,2.453608247,0.300114548,4.064516129,0.164874552,5.588235294,0.077964519,0.476941021,42.10728445,126,76,0.603174603,0.336621457,0.258920635,0.677178733,0.205079365,0.68202765,6,2.382984127
aves_wildbird_network_4,2.01,0.908924731,2.03,0.867419355,2.09,0.809032258,2.22,0.73827957,3.329896907,0.587296309,2,0.689569892,2.03125,0.579077061,2.153061224,0.430436691,2.808080808,0.266536331,4.537037037,0.100756671,1.655735073,48.76288679,93,83,0.892473118,0.143560657,0.376928471,0.544981616,0.394810659,0.716316652,4,1.682328191
aves_wildbird_network_5,2,0.890344828,2.01,0.835793103,2.08,0.773241379,2.37,0.672068966,3,0.530964821,2,0.63,2,0.507241379,2.09,0.384137931,2.854166667,0.225,6.204081633,0.094862773,0.847557873,53.93080581,145,81,0.55862069,0.323025513,0.30105364,0.63671978,0.240613027,0.711056259,4,2.09243295
aves_wildbird_network_6,2,0.912205882,2.07,0.867941176,2.01,0.805588235,2.18,0.70125,3.04,0.559926471,2,0.65375,2,0.53625,2.1,0.422647059,2.581632653,0.258628451,6.5,0.102941176,0.906801959,60.41345515,136,117,0.860294118,0.258474794,0.295206972,0.644107389,0.304793028,0.767340615,4,2.041830065
aves_wildbird_network,2,0.916683168,2,0.873762376,2.01,0.81,2.11,0.722376238,3.1,0.570148515,2,0.682277228,2,0.562128713,2.09,0.429009901,2.31,0.285792079,5.949367089,0.110790826,1.296632339,72.92494172,202,89,0.440594059,0.303643084,0.321954584,0.476358432,0.225309098,0.702732867,4,2.105117974
fish_guppy_familiar_1,2.576923077,0.897435897,3.333333333,0.845679012,4.714285714,0.76984127,8.5,0.5625,16.375,0.541666667,2.56,0.6,2.421052632,0.50877193,3.3,0.416666667,2,0.333333333,3.5,0.333333333,6,5,6,2,0.333333333,0,0.126315789,NA,1,1,1,1
fish_guppy_familiar_10,2.56,0.94,3.384615385,0.852564103,5.277777778,0.805555556,6.210526316,0.692982456,8.157894737,0.50877193,2.933333333,0.533333333,2.833333333,0.5,2.6,0.45,3,0.333333333,2,0.333333333,6,5,6,2,0.333333333,0,0.252747253,NA,1,1,1,1
fish_guppy_familiar_2,2.590909091,0.909090909,2.894736842,0.850877193,5.043478261,0.789855072,5.772727273,0.666666667,11.11764706,0.529411765,2.421052632,0.578947368,2.727272727,0.484848485,2.222222222,0.407407407,2.8,0.4,3,0.333333333,6,5,6,2,0.333333333,0,0.153846154,NA,1,1,1,1
fish_guppy_familiar_4,2.641025641,0.935897436,3.56,0.886666667,4.210526316,0.710526316,9.65,0.641666667,5.555555556,0.407407407,2.631578947,0.543859649,2.785714286,0.452380952,3.25,0.416666667,2.666666667,0.333333333,5,0.333333333,6,5,6,2,0.333333333,0,0.083536585,NA,1,1,1,1
fish_guppy_familiar_5,2.318181818,0.946969697,4.090909091,0.856060606,5.178571429,0.779761905,6.681818182,0.628787879,17.26315789,0.543859649,2.631578947,0.605263158,2.928571429,0.535714286,2.8,0.4,2.5,0.5,5,0.5,6,5,6,2,0.333333333,0,0.18,NA,1,1,1,1
fish_guppy_familiar_6,2.2,0.933333333,3.275862069,0.885057471,7.882352941,0.784313725,8.846153846,0.717948718,7.571428571,0.523809524,2.625,0.486111111,2.555555556,0.37037037,3.857142857,0.428571429,3,0.395833333,2,0.333333333,6,5,6,2,0.333333333,0,0.241666667,NA,1,1,1,1
fish_guppy_familiar_7,2.416666667,0.930555556,3.741935484,0.887096774,4.055555556,0.833333333,7.454545455,0.636363636,15.91666667,0.472222222,2.571428571,0.579365079,2.8,0.533333333,2.909090909,0.378787879,2.6,0.366666667,3,0.375,6,5,6,2,0.333333333,0,0.142857143,NA,1,1,1,1
fish_guppy_familiar_8,2.433333333,0.905555556,3.814814815,0.901234568,5.15,0.816666667,9,0.673611111,14.85714286,0.5,2.157894737,0.614035088,2.8,0.466666667,2.5,0.375,2.875,0.354166667,3,0.388888889,6,5,6,2,0.333333333,0,0.116642959,NA,1,1,1,1
fish_guppy_familiar_9,2.413793103,0.965517241,2.88,0.893333333,4.705882353,0.794117647,7.764705882,0.666666667,11.11764706,0.519607843,2.566666667,0.511111111,2.909090909,0.515151515,3.666666667,0.361111111,4.285714286,0.404761905,100,0,6,5,6,2,0.333333333,0,0.202898551,NA,1,1,1,1
fish_stickleback_group_1,2.0625,0.946875,2.536585366,0.904878049,3.341463415,0.836585366,4.03030303,0.733333333,9.4375,0.496875,2.25,0.585,2.75862069,0.417241379,2.9,0.29,3.3,0.26,2.5,0.2,10,9,10,2,0.2,0,0.238655462,NA,1,1,1,1
fish_stickleback_group_2,2.170731707,0.941463415,2.704545455,0.904545455,3.295454545,0.802272727,7.2,0.68,6.555555556,0.474074074,2.2,0.5875,2.676470588,0.429411765,3.173913043,0.304347826,3.230769231,0.238461538,4.666666667,0.233333333,10,9,10,2,0.2,0,0.112648221,NA,1,1,1,1
fish_stickleback_group_3,2.108108108,0.92972973,2.3,0.91,3.404761905,0.830952381,5.527777778,0.666666667,10.22727273,0.459090909,2.225806452,0.625806452,2.64,0.444,2.571428571,0.285714286,3,0.263636364,2.5,0.2,10,9,10,2,0.2,0,0.311111111,NA,1,1,1,1
fish_stickleback_group_4,2.073170732,0.931707317,2.578947368,0.868421053,4.025641026,0.794871795,4.475,0.655,11.76666667,0.48,2.055555556,0.55,2.647058824,0.423529412,2.8,0.3,4.222222222,0.288888889,2.2,0.26,10,9,10,2,0.2,0,0.2,NA,1,1,1,1
fish_stickleback_group_5,2.244897959,0.940816327,2.567567568,0.891891892,3.382352941,0.823529412,4.933333333,0.703333333,9.476190476,0.442857143,2.0625,0.584375,2.444444444,0.413888889,2.636363636,0.327272727,3.2,0.27,3,0.2,10,9,10,2,0.2,0,0.140819964,NA,1,1,1,1
fish_stickleback_group_6,2.11627907,0.96744186,2.243902439,0.873170732,3.340909091,0.809090909,5.035714286,0.671428571,7.625,0.484375,2.162162162,0.572972973,2.5,0.4375,3.294117647,0.358823529,2.833333333,0.258333333,2.75,0.225,10,9,10,2,0.2,0,0.135080645,NA,1,1,1,1
fish_stickleback_group_7,2.14893617,0.940425532,2.488888889,0.877777778,3.384615385,0.802564103,6.87804878,0.714634146,11.17647059,0.473529412,2.310344828,0.575862069,2.346153846,0.438461538,2.904761905,0.333333333,3.454545455,0.254545455,3,0.25,10,9,10,2,0.2,0,0.00952381,NA,1,1,1,1
insecta_ant_colony1_day01,2,0.975663717,2,0.956814159,2.01,0.944690265,2.07,0.901061947,2.404040404,0.804773398,2,0.773893805,2,0.781681416,2,0.653539823,2.141414141,0.490122464,3.606382979,0.207023159,37.84823287,82.7382177,113,60,0.530973451,0.13891344,0.148148148,0.499572781,0.719026549,0.785725994,2,1.280973451
insecta_ant_colony1_day02,2,0.972566372,2,0.96031384,2,0.937876106,2.080808081,0.899526236,2.41,0.804070796,2,0.765173863,2,0.784964875,2.01010101,0.64592831,2.07,0.496106195,3.787878788,0.212299991,25.96124586,83.66146765,113,30,0.265486726,0.130599777,0.06155303,0.499504216,0.722661188,0.79731615,2,1.277338812
insecta_ant_colony1_day03,2,0.971238938,2,0.956556718,2.010204082,0.939407621,2.03030303,0.894341647,2.36,0.802831858,2,0.770447841,2,0.775274873,2.02,0.645486726,2.070707071,0.496826674,3.634408602,0.212199067,22.99494099,82.78558123,113,18,0.159292035,0.132560541,0.415322581,0.492364244,0.708438685,0.798995882,3,1.292193426
insecta_ant_colony1_day04,2,0.972743363,2,0.953893805,2,0.933716814,2.08,0.887256637,2.4,0.78380531,2,0.771858407,2,0.759721105,2.02,0.634513274,2.080808081,0.468311433,3.408163265,0.185840708,22.21180312,75.71876326,113,108,0.955752212,0.17438092,0.007575758,0.49289582,0.646965866,0.752609367,3,1.353666245
insecta_ant_colony1_day05,2,0.974070796,2,0.954126783,2,0.934070796,2.08,0.893451327,2.62,0.788849558,2,0.77619469,2,0.754804684,2.03030303,0.621078037,2.19,0.459557522,4.195876289,0.181461545,23.40736832,76.637265,113,11,0.097345133,0.163493618,0.321008403,0.499960236,0.655657396,0.754118406,2,1.344342604
insecta_ant_colony1_day06,2,0.972566372,2,0.952566372,2,0.929380531,2.02,0.888938053,2.42,0.795575221,2,0.767699115,2.010204082,0.760158931,2.01010101,0.633681952,2.191919192,0.465719138,3.760416667,0.193399705,20.58559092,79.25643489,113,31,0.274336283,0.141569355,0.276923077,0.498930238,0.673040455,0.774228764,3,1.327749684
insecta_ant_colony1_day07,2,0.973097345,2,0.954336283,2.01,0.92840708,2.111111111,0.894609815,2.48,0.791415929,2,0.774513274,2.02,0.75539823,2.01,0.630176991,2.161616162,0.457852865,4.031914894,0.174825833,21.96799071,75.48331701,113,29,0.256637168,0.165655382,0.21827957,0.49825288,0.644279393,0.746080139,3,1.35619469
insecta_ant_colony1_day08,2,0.968230088,2.01010101,0.956556718,2,0.929471708,2.050505051,0.888263163,2.33,0.790176991,2,0.777256637,2,0.755966747,2.01010101,0.628050416,2.16,0.45619469,3.988888889,0.187610619,22.48972979,75.84828425,113,108,0.955752212,0.151402517,0.019354839,0.498556589,0.644121365,0.74709243,3,1.357932996
insecta_ant_colony1_day09,2,0.970442478,2,0.954867257,2,0.930973451,2.03,0.890884956,2.414141414,0.796102619,2,0.767345133,2,0.764955752,2.01,0.627079646,2.19,0.465044248,3.416666667,0.180309735,24.47303739,76.69639259,113,32,0.283185841,0.158314713,0.240530303,0.495281767,0.652338812,0.755793735,3,1.347977244
insecta_ant_colony1_day10,2,0.974159292,2,0.951504425,2,0.931061947,2.04,0.884424779,2.525252525,0.790739251,2,0.775221239,2,0.74619469,2.01,0.625929204,2.11,0.437964602,4.010526316,0.178481602,24.18511727,73.51890766,113,68,0.601769912,0.1730364,0.071969697,0.48751776,0.623103666,0.736104768,3,1.378318584
insecta_ant_colony1_day11,2,0.972654867,2,0.946725664,2.02,0.920884956,2.080808081,0.876374363,2.54,0.751946903,2,0.782477876,2,0.72173058,2.03,0.592743363,2.202020202,0.41145973,5.179775281,0.144575917,19.98609969,65.38206752,113,63,0.557522124,0.204743022,0.340909091,0.49426242,0.545828066,0.681601283,3,1.455120101
insecta_ant_colony1_day12,2,0.96724824,2,0.94979798,2,0.924949495,2.121212121,0.883583308,2.44,0.767676768,2,0.782323232,2,0.739822467,2.01,0.606969697,2.19,0.424545455,3.465909091,0.17056933,19.61727773,68.84048095,99,76,0.767676768,0.117286225,0.246246246,0.644379821,0.66955267,0.755794085,2,1.33044733
insecta_ant_colony1_day13,2,0.967575758,2,0.954290379,2,0.926363636,2.050505051,0.883073156,2.52,0.782020202,2,0.771757984,2,0.743248815,2,0.622589532,2.12,0.435252525,3.553191489,0.162475822,19.97490383,68.99451429,99,67,0.676767677,0.126973759,0.264112903,0.499974989,0.670377242,0.762805898,2,1.329622758
insecta_ant_colony1_day14,2,0.97309833,2,0.951943679,2,0.932929293,2.080808081,0.892153862,2.414141414,0.786348332,2,0.784511785,2,0.755535149,2,0.620284477,2.19,0.443131313,3.444444444,0.17037037,25.20113404,71.60470571,99,95,0.95959596,0.113131763,0.203703704,0.499716053,0.700680272,0.778479667,3,1.299732014
insecta_ant_colony1_day15,2,0.972020202,2,0.955106622,2,0.928782777,2.06,0.883030303,2.282828283,0.777777778,2,0.772727273,2.01,0.746666667,2.01,0.621212121,2.17,0.427979798,3.9,0.155555556,22.46400769,69.67429512,99,54,0.545454545,0.132324933,0.034482759,0.497062891,0.680478252,0.76999505,2,1.319521748
insecta_ant_colony1_day16,2,0.97030303,2,0.956363636,2,0.93449648,2.05,0.893333333,2.36,0.77979798,2,0.781010101,2,0.746565657,2,0.61969697,2.12,0.442727273,4,0.163241612,23.71222778,71.57369477,99,81,0.818181818,0.122060418,0.289772727,0.467953854,0.700267986,0.785286227,2,1.299732014
insecta_ant_colony1_day17,2,0.972222222,2,0.953333333,2,0.932020202,2.02,0.885858586,2.340206186,0.778819119,2,0.774308744,2,0.751010101,2.01010101,0.61973268,2.212121212,0.434139374,3.555555556,0.167003367,26.37609757,70.54055895,99,98,0.98989899,0.123730187,0.03219697,0.491174831,0.688930118,0.775867192,2,1.311069882
insecta_ant_colony1_day18,2,0.972828283,2,0.954343434,2.02020202,0.934088358,2.04,0.885656566,2.333333333,0.78328742,2,0.770329558,2,0.758698092,2,0.618080808,2.112244898,0.454030097,3.922222222,0.178675645,26.95291822,71.8507534,99,69,0.696969697,0.111479424,0.156028369,0.530118045,0.705627706,0.779213543,2,1.294372294
insecta_ant_colony1_day19,2,0.974850546,2,0.95289631,2.03,0.931919192,2.08,0.878383838,2.39,0.772626263,2,0.776859504,2,0.747878788,2.01,0.612626263,2.101010101,0.43577186,4.457831325,0.155774614,23.07969953,68.15406385,99,78,0.787878788,0.134612689,0.180225989,0.496940598,0.65883323,0.762512954,2,1.34116677
insecta_ant_colony1_day20,2,0.973636364,2,0.952222222,2.03030303,0.927966534,2.08,0.882525253,2.33,0.772323232,2,0.771860014,2,0.735930736,2,0.60952964,2.114583333,0.416771886,3.643678161,0.156972019,22.64432044,66.73465131,99,25,0.252525253,0.160516636,0,0.489083525,0.64873222,0.753014265,3,1.351680066
insecta_ant_colony1_day21,2,0.969594939,2,0.952861953,2.01010101,0.927660443,2.08,0.885454545,2.4,0.771212121,2,0.774141414,2,0.73989899,2,0.610505051,2.112244898,0.434549577,3.804347826,0.161945542,23.72825921,69.37277027,99,54,0.545454545,0.139173897,0,0.488837093,0.673263245,0.773975366,2,1.326736755
insecta_ant_colony1_day22,2,0.967010309,2,0.949617347,2.01010101,0.924116162,2.1,0.870625,2.65,0.745625,2,0.77775,2,0.718298969,2.060606061,0.582828283,2.484848485,0.393434343,4.37804878,0.154420732,22.20859558,58.84437257,80,24,0.3,0.103354446,0,0.499123507,0.718037975,0.784348223,2,1.281962025
insecta_ant_colony1_day23,2,0.969201031,2,0.946085859,2.030612245,0.921811224,2.212121212,0.870959596,2.729166667,0.749869792,2,0.786363636,2,0.698341837,2.03125,0.572395833,2.378947368,0.386447368,4.309859155,0.144014085,19.90595077,58.40141634,80,2,0.025,0.104909074,0,0.499833383,0.710759494,0.782105516,2,1.289240506
insecta_ant_colony1_day24,2,0.972236842,2,0.949872449,2.01010101,0.926262626,2.161616162,0.875631313,2.773195876,0.761726804,2.010309278,0.793943299,2,0.719823232,2.03030303,0.599621212,2.229166667,0.401953125,4,0.150324675,22.64950307,61.34773132,80,15,0.1875,0.09635176,0,0.498544003,0.750632911,0.81492456,2,1.249367089
insecta_ant_colony1_day25,2,0.969005102,2,0.94765625,2.02020202,0.919823232,2.121212121,0.860353535,2.958333333,0.7515625,2,0.780729167,2,0.703826531,2.071428571,0.558418367,2.443298969,0.377448454,4.581081081,0.13597973,19.53591969,55.26260896,80,55,0.6875,0.122022635,0,0.49849878,0.669936709,0.748863419,2,1.330063291
insecta_ant_colony1_day26,2,0.967550505,2,0.947164948,2.082474227,0.917010309,2.12244898,0.861352041,2.979381443,0.744587629,2,0.788510101,2.02,0.70475,2.03,0.564875,2.408163265,0.37372449,4.4,0.1415625,15.13545631,55.98178217,80,70,0.875,0.119558379,0,0.499998248,0.676265823,0.761381355,3,1.324050633
insecta_ant_colony1_day27,2,0.964646465,2.010309278,0.946778351,2.010309278,0.90992268,2.074468085,0.853191489,2.947916667,0.736067708,2,0.773611111,2,0.690592784,2.082474227,0.557216495,2.371134021,0.352963918,4.175675676,0.13597973,14.98082678,53.43519431,80,17,0.2125,0.146874582,0,0.466277567,0.636075949,0.75581473,2,1.363924051
insecta_ant_colony1_day28,2,0.961848958,2,0.941919192,2.02020202,0.914015152,2.232323232,0.870707071,2.87628866,0.733118557,2,0.777835052,2,0.699484536,2.020408163,0.563137755,2.395833333,0.38515625,4.535211268,0.138028169,9.789613021,56.58518598,80,39,0.4875,0.117153941,0,0.493728836,0.678164557,0.775929558,3,1.32278481
insecta_ant_colony1_day29,2,0.964690722,2,0.943112245,2.041237113,0.9125,2.195876289,0.860953608,2.642105263,0.757894737,2,0.775892857,2.01010101,0.707323232,2.03030303,0.569065657,2.43877551,0.37869898,3.947368421,0.147697368,4.932012842,58.4159707,80,11,0.1375,0.1163061,0,0.494063867,0.702848101,0.796519853,3,1.298101266
insecta_ant_colony1_day30,2,0.966071429,2,0.9455,2.020408163,0.918367347,2.25,0.868619792,2.793814433,0.75257732,2,0.777875,2,0.724107143,2.020618557,0.585953608,2.21875,0.39765625,4.052631579,0.147697368,11.81025547,58.40392558,80,66,0.825,0.109760166,0,0.49444485,0.702531646,0.795957326,2,1.297468354
insecta_ant_colony1_day31,2.03,0.9625,2.010204082,0.939668367,2.05,0.902875,2.171717172,0.840530303,2.854166667,0.716666667,2,0.769005102,2,0.67693299,2.072164948,0.533505155,2.515463918,0.338917526,4.161290323,0.120967742,8.704015672,50.30653859,80,12,0.15,0.153356198,0,0.499796156,0.59556962,0.717568666,3,1.404746835
insecta_ant_colony1_day32,2,0.952319588,2.172043011,0.933179724,2.210526316,0.893984962,2.67032967,0.827708006,3.849462366,0.689324117,2.010638298,0.757978723,2.094736842,0.639285714,2.231578947,0.508834586,2.988372093,0.292566445,4.5,0.125496032,1.982478679,40.91554337,56,31,0.553571429,0.089938137,0,0.496360155,0.707792208,0.786300614,3,1.298051948
insecta_ant_colony1_day33,2,0.949308756,2.088888889,0.92797619,2.125,0.889136905,2.663157895,0.821052632,3.866666667,0.680357143,2,0.744605655,2.031914894,0.642667173,2.120879121,0.494897959,3.066666667,0.295039683,4.652173913,0.140139752,0.997205408,40.7520795,56,21,0.375,0.090429512,0,0.498932285,0.702597403,0.787909788,3,1.301948052
insecta_ant_colony1_day34,2,0.950353218,2.052631579,0.932330827,2.127659574,0.89399696,2.419354839,0.821236559,3.666666667,0.699884793,2,0.752025037,2.022222222,0.65,2.152173913,0.506793478,2.75,0.31148539,5.525,0.133482143,0.997652594,42.28687791,56,5,0.089285714,0.081617362,0,0.499327559,0.725974026,0.819812793,3,1.277922078
insecta_ant_colony1_day35,2,0.958458647,2.010526316,0.933458647,2.082474227,0.893961708,2.641304348,0.837732919,4.191489362,0.717325228,2,0.758834586,2.021276596,0.660904255,2.145833333,0.522693452,2.866666667,0.331547619,4.810810811,0.134169884,3.901998883,45.22965212,56,4,0.071428571,0.063089953,0,0.499453589,0.785714286,0.862958394,3,1.215584416
insecta_ant_colony1_day36,2.02173913,0.948175466,2.052631579,0.919736842,2.11827957,0.886520737,2.536842105,0.818233083,3.652173913,0.684782609,2.031578947,0.746804511,2.076923077,0.623822606,2.164835165,0.495094192,3.344444444,0.285515873,4.282051282,0.125457875,1.921466459,41.4514566,56,32,0.571428571,0.086398201,0.301479622,0.651495154,0.703246753,0.819474986,3,1.301948052
