,Network,avg_invasion_time_beta0.1,avg_invasion_time_beta0.05,avg_prop_infected_beta0.1,avg_prop_infected_beta0.05,no_invasion_beta0.1,no_invasion_beta0.05,Fiedler,Adj_val,Rnot,network_size,most_infected_node,Modularity,Mean_degree,Centrality,transitivity.gcc_s..type....global..,Diameter
560,mammalia_voles_kcs_trapping_20,3.5,6.231707317,0.157894737,0.430038511,70,18,0.270743709,3.899259856,0.256458927,19,15,0.429444444,0.175438596,3.899259856,0.296703297,5
561,mammalia_voles_kcs_trapping_21,2.9375,5.034090909,0.126157407,0.344276094,68,12,0.038779523,4.706182193,0.212486461,27,16,0.625774793,0.125356125,4.706182193,0.515625,12
562,mammalia_voles_kcs_trapping_22,3.34375,4.204081633,0.117745536,0.361151603,68,2,0.044770231,6.292516891,0.158918922,56,33,0.714737144,0.076623377,6.292516891,0.56969697,13
563,mammalia_voles_kcs_trapping_23,2.964285714,4.460526316,0.167207792,0.416866029,72,24,0.098313091,6.160826592,0.162315882,22,5,0.446428571,0.181818182,6.160826592,0.644067797,7
564,mammalia_voles_kcs_trapping_24,3.3,4.02020202,0.096829268,0.381990638,50,1,0.052952825,7.78802611,0.12840224,82,51,0.708927908,0.056308341,7.78802611,0.511254019,12
565,mammalia_voles_kcs_trapping_25,4.176470588,3.48,0.094594595,0.390540541,66,0,0.043598367,6.442384478,0.155222031,111,83,0.734019097,0.039312039,6.442384478,0.454205607,13
566,mammalia_voles_kcs_trapping_26,3.441176471,3.26,0.088486677,0.324188034,66,0,0.00690306,8.130150951,0.122998946,117,23,0.77711015,0.034924845,8.130150951,0.551954242,23
567,mammalia_voles_kcs_trapping_27,3.844827586,2.91,0.108884747,0.431621622,42,0,0.065845459,9.289292821,0.107650821,111,17,0.726955556,0.049140049,9.289292821,0.569343066,14
568,mammalia_voles_kcs_trapping_28,3.551724138,3.5,0.095191841,0.357183099,71,0,0.030440999,6.425600678,0.155627474,71,29,0.743866667,0.060362173,6.425600678,0.575409836,16
569,mammalia_voles_kcs_trapping_29,3.166666667,6.294117647,0.163398693,0.412629758,82,32,0.107299599,4.422600947,0.226111289,17,15,0.475591716,0.191176471,4.422600947,0.56,9
570,mammalia_voles_kcs_trapping_30,2.578947368,6.819672131,0.230769231,0.491803279,81,39,0.663058262,4.076197785,0.245326663,13,1,0.335743802,0.282051282,4.076197785,0.454545455,4
571,mammalia_voles_kcs_trapping_31,3.166666667,6.735294118,0.466666667,0.723529412,94,66,1,2.685543933,0.372364044,5,3,0,0.6,2.685543933,0.545454545,2
572,mammalia_voles_kcs_trapping_32,2.944444444,8.919354839,0.182539683,0.344470046,82,38,0.153379608,2.945599143,0.339489507,14,12,0.486328125,0.175824176,2.945599143,0.310344828,7
573,mammalia_voles_kcs_trapping_33,2.428571429,7.275862069,0.452380952,0.626436782,93,71,0.631350628,2.445787042,0.408866341,6,4,0.166666667,0.4,2.445787042,0.3,3
574,mammalia_voles_kcs_trapping_34,2,7.636363636,0.666666667,0.787878788,99,78,1,1.414213562,0.707106781,3,2,0,0.666666667,1.414213562,0,2
575,mammalia_voles_kcs_trapping_35,3.125,10.03703704,0.5,0.688888889,92,73,0.518805696,2.214319743,0.451605963,5,4,0.22,0.5,2.214319743,0.5,3
576,mammalia_voles_kcs_trapping_36,3.4,7.694444444,0.314285714,0.547619048,90,64,0.267949192,2.253271607,0.443799139,7,2,0.357142857,0.333333333,2.253271607,0.333333333,4
577,mammalia_voles_kcs_trapping_37,3.52173913,7.611111111,0.111801242,0.282936508,77,10,0.030918335,3.603452524,0.277511635,28,1,0.617685733,0.103174603,3.603452524,0.35483871,12
578,mammalia_voles_kcs_trapping_38,2,9.6,0.5,0.725,95,70,1,2.170086487,0.460811127,4,2,0,0.666666667,2.170086487,0.6,2
579,mammalia_voles_kcs_trapping_39,4,9.217391304,0.5,0.684782609,96,77,0.585786438,1.618033989,0.618033989,4,1,0.166666667,0.5,1.618033989,0,3
580,mammalia_voles_kcs_trapping_40,2.25,8.40625,0.5,0.60625,96,68,0.518805696,2.214319743,0.451605963,5,2,0.22,0.5,2.214319743,0.5,3
581,mammalia_voles_kcs_trapping_41,NA,9.615384615,NA,1,100,87,2,1,1,2,2,0,1,1,NA,1
582,mammalia_voles_kcs_trapping_42,6,11.25,1,1,99,92,2,1,1,2,2,0,1,1,NA,1
583,mammalia_voles_kcs_trapping_43,3.5,6.352941176,0.833333333,0.862745098,98,83,3,2,0.5,3,3,0,1,2,1,1
584,mammalia_voles_kcs_trapping_44,2.333333333,6.926829268,0.361111111,0.585365854,91,59,0.404053336,3.584753965,0.278959173,8,2,0.184027778,0.428571429,3.584753965,0.6,4
585,mammalia_voles_kcs_trapping_45,2,7.826086957,0.466666667,0.582608696,97,77,0.381966011,1.732050808,0.577350269,5,2,0.21875,0.4,1.732050808,0,4
586,mammalia_voles_kcs_trapping_46,3,9.055555556,0.163793103,0.332638889,71,28,0.141820335,4.003711011,0.249768277,20,19,0.472565158,0.142105263,4.003711011,0.333333333,7
587,mammalia_voles_kcs_trapping_47,3.47826087,4.87755102,0.102898551,0.334183673,77,2,0.037165721,5.080363863,0.196836295,60,37,0.681322314,0.062146893,5.080363863,0.420918367,13
588,mammalia_voles_kcs_trapping_48,3.85,4.591836735,0.105405405,0.375206839,60,2,0.034166345,7.270001435,0.137551555,74,58,0.68102067,0.058496853,7.270001435,0.453947368,15
589,mammalia_voles_kcs_trapping_49,3,4.835294118,0.186507937,0.546778711,64,15,0.31101503,7.214714938,0.138605615,21,4,0.405304379,0.252380952,7.214714938,0.744897959,5
590,mammalia_voles_kcs_trapping_50,2.631578947,5.716216216,0.187134503,0.424924925,81,26,0.261161525,4.334207417,0.230722691,18,16,0.498535156,0.209150327,4.334207417,0.545454545,5
591,mammalia_voles_kcs_trapping_51,3.285714286,7.301587302,0.21978022,0.368742369,86,37,0.147694614,2.993087891,0.334103119,13,11,0.462890625,0.205128205,2.993087891,0.387096774,6
592,mammalia_voles_kcs_trapping_52,3,6.882352941,0.666666667,0.784313725,98,83,1,1.414213562,0.707106781,3,2,0,0.666666667,1.414213562,0,2
593,mammalia_voles_kcs_trapping_53,2.4,6.9,0.371428571,0.585714286,95,60,0.422110508,3.173197841,0.315139506,7,1,0.166666667,0.428571429,3.173197841,0.631578947,4
594,mammalia_voles_kcs_trapping_54,3.2,6.321428571,0.48,0.764285714,95,72,1,3.086130198,0.324030399,5,3,0.030612245,0.7,3.086130198,0.8,2
595,mammalia_voles_kcs_trapping_55,2.945945946,3.467391304,0.122717312,0.392773208,63,8,0.073961215,5.474694647,0.182658589,37,1,0.613140582,0.114114114,5.474694647,0.527687296,9
596,mammalia_voles_kcs_trapping_56,3.607142857,5.333333333,0.241758242,0.504723347,72,43,0.489925775,4.621193588,0.21639431,13,10,0.314744802,0.294871795,4.621193588,0.585365854,4
597,mammalia_voles_kcs_trapping_57,2.545454545,7.03125,0.164772727,0.333984375,89,36,0.073021322,3.071917492,0.325529576,16,13,0.505540166,0.158333333,3.071917492,0.315789474,8
598,mammalia_voles_kcs_trapping_58,3.666666667,5.829268293,0.275,0.615853659,85,59,0.375650899,3.417078286,0.29264767,8,3,0.210743802,0.392857143,3.417078286,0.6,5
599,mammalia_voles_kcs_trapping_59,2.727272727,5.25,0.172727273,0.440196078,78,32,0.171577889,4.49508471,0.222465218,15,10,0.3896,0.238095238,4.49508471,0.592105263,8
600,mammalia_voles_kcs_trapping_60,2.642857143,5.011627907,0.119747899,0.336867305,72,14,0.143248703,4.252233178,0.235170546,34,17,0.552514793,0.092691622,4.252233178,0.333333333,9
601,mammalia_voles_kcs_trapping_61,2.666666667,6.568181818,0.111952862,0.290633609,64,12,0.083318074,4.168339681,0.239903673,33,9,0.633,0.09469697,4.168339681,0.425373134,10
602,mammalia_voles_kcs_trapping_62,3.714285714,9.34,0.285714286,0.453333333,86,50,0.241988598,2.508079316,0.398711474,9,5,0.364197531,0.25,2.508079316,0.230769231,5
603,mammalia_voles_kcs_trapping_63,2.65,6.288461538,0.240909091,0.442307692,80,48,0.173449563,2.761384056,0.36213724,11,1,0.371527778,0.218181818,2.761384056,0.315789474,7
604,mammalia_voles_kcs_trapping_64,3.230769231,5.46,0.284615385,0.508,87,50,0.529671443,3.374792487,0.296314515,10,7,0.286666667,0.333333333,3.374792487,0.342857143,4
605,mammalia_voles_plj_trapping_01,2.833333333,8.757575758,0.566666667,0.654545455,94,67,0.697224362,2.302775638,0.434258546,5,2,0.08,0.5,2.302775638,0.428571429,3
606,reptilia_tortoise_network_fi,3.333333333,3.02,0.075268817,0.327137097,91,0,0.017623154,9.377258169,0.10664098,496,119,0.845917299,0.00801564,9.377258169,0.419774011,21
